State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Footnote HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),Footnote for percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate
CO,067260,ESSENTIAL MEDICAL SERVICES INC,3000 S JAMAICA CT #175,AURORA,80014,3038730941,Visiting Nurse Association,Yes,Yes,Yes,Yes,No,Yes,08/07/1995,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067267,RANGELY DISTRICT HOSPITAL HOME HEALTH,225 EAGLE CREST DR,RANGELY,81648,9706754231,Hospital Based Program,Yes,Yes,No,No,No,No,11/29/1995,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067268,HUMAN TOUCH HOME HEALTH CARE AGENCY DELTA,51 W 84TH AVE #120,THORNTON,80260,3039556022,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/05/1995,Not Available,11,Not Available,11,92,11,Not Available,11,78,11,Not Available,11,74,11,Not Available,11,79,11,52,11,18,,16,
CO,067272,HUMAN TOUCH HOME HEALTH CARE AGENCY INC GRAND JUNC,2478 PATTERSON RD #10,GRAND JUNCTION,81505,9702453121,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/06/1996,3,11,3,11,88,11,4,11,86,11,2,11,79,11,2,11,78,11,83,11,60,,26,
CO,067274,STERLING MEDCARE HOME HEALTH INC,614 S 10TH AVE,STERLING,80751,9705226807,Official Health Agency,Yes,Yes,Yes,Yes,No,Yes,05/29/1996,4,11,4,11,90,11,5,11,88,11,4,11,87,11,4,11,93,11,81,11,55,,34,
CO,067275,HUMAN TOUCH HOME HEALTH CARE AGENCY,1160 LAKE PLAZA DR STE 100,COLORADO SPRINGS,80903,7196352003,Visiting Nurse Association,Yes,Yes,Yes,Yes,Yes,Yes,06/06/1996,2,,2,,85,,2,,74,,3,,81,,2,,79,,72,,81,,31,
CO,067277,LINCOLN COMMUNITY HOME HEALTH,111 6TH ST,HUGO,80821,7197432797,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,Yes,06/26/1996,Not Available,9,Not Available,9,98,9,Not Available,9,98,9,Not Available,9,68,9,Not Available,9,97,9,73,9,4,,27,
CO,067280,COUNTRY PLAINS HOME HEALTH,207 COLORADO AVE STE B,LA JUNTA,81050,7192543661,Local,Yes,Yes,Yes,No,No,Yes,05/31/1996,2,,2,,84,,3,,83,,2,,78,,2,,80,,75,,101,,27,
CO,067295,PROWERS MEDICAL CENTER HOME HEALTH,401 KENDALL DR,LAMAR,81052,7193366881,Hospital Based Program,Yes,Yes,Yes,Yes,No,Yes,03/19/1997,5,,4,,92,,5,,90,,5,,92,,4,,90,,86,,75,,33,
CO,067325,MAXIM HEALTHCARE SERVICES INC,7150 CAMPUS DR STE 160,COLORADO SPRINGS,80920,7195385600,Local,Yes,Yes,Yes,Yes,No,Yes,05/19/1995,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067337,INTERIM HEALTHCARE OF PUEBLO,720 N MAIN ST #400,PUEBLO,81003,7195451184,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/29/2000,4,,4,,90,,4,,86,,4,,85,,4,,88,,78,,227,,29,
CO,067338,COMPLETE HOME HEALTH CARE LLC,805 EAGLERIDGE BLVD STE 160,PUEBLO,81008,7195462610,Local,Yes,Yes,Yes,No,Yes,Yes,04/27/2001,3,,3,,86,,3,,82,,2,,73,,2,,81,,73,,175,,25,
CO,067339,PASCO/SW,45 S WASHINGTON ST,CORTEZ,81321,9705656833,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/27/2001,2,,2,,87,,2,,79,,2,,76,,2,,77,,73,,94,,30,
CO,067402,SUMMIT HOME HEALTH CARE,1160 LAKE PLAZA DR STE 255,COLORADO SPRINGS,80906,7195330084,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/24/1997,4,,4,,90,,4,,86,,2,,78,,4,,92,,77,,74,,27,
CO,067407,BERKLEY HOME HEALTH,10697 E DARTMOUTH AVE,AURORA,80014,3037582000,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/26/1999,4,,5,,93,,5,,92,,3,,80,,4,,91,,86,,385,,30,
CO,067408,MAHDI HOME HEALTH CARE INC,6850 E EVANS AVE #101,DENVER,80224,3033884555,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,08/12/1999,Not Available,9,Not Available,9,100,9,Not Available,9,78,9,Not Available,9,89,9,Not Available,9,64,9,80,9,6,,10,
CO,067413,MAXIM HEALTHCARE SERVICES INC,3691 PARKER BLVD STE 210,PUEBLO,81008,7195421777,Local,Yes,No,No,No,No,Yes,09/27/2000,Not Available,11,Not Available,11,90,11,Not Available,11,85,11,Not Available,11,89,11,Not Available,11,81,11,73,11,30,,16,
CO,067415,COMPLETE HOME HEALTH CARE LLC,2095 W 6TH AVE STE #209,BROOMFIELD,80020,7204573200,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,03/24/2001,4,,4,,92,,4,,88,,3,,84,,4,,84,,81,,177,,25,
CO,067416,CARING HEARTS II LLC,6801 W 20TH ST #207,GREELEY,80634,9703781409,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/11/2001,4,,4,,89,,5,,87,,3,,84,,4,,90,,84,,91,,26,
CO,067417,PROFESSIONAL HOME HEALTH CARE INC,1040 S 8TH ST #201,COLORADO SPRINGS,80905,7195320373,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/10/2001,2,11,1,11,82,11,2,11,75,11,2,11,78,11,1,11,71,11,58,11,43,,21,
CO,067418,NURSING AND THERAPY SERVICES OF COLORADO INC,1130 W WOODMEN RD,COLORADO SPRINGS,80919,7195745562,Visiting Nurse Association,Yes,Yes,Yes,Yes,No,Yes,12/19/2001,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067420,LIFESPRING HOME CARE,755 S PERRY ST STE 250,CASTLE ROCK,80104,3036633663,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,01/29/2002,4,,5,,93,,4,,84,,2,,78,,3,,88,,76,,77,,28,
CO,067421,VOLUNTEERS OF AMERICA HOME HEALTH OF WESTERN COLO,300 N CASCADE STE T-9,MONTROSE,81401,9702400139,Official Health Agency,Yes,Yes,Yes,Yes,No,Yes,01/31/2002,4,,4,,92,,5,,89,,3,,84,,4,,90,,82,,75,,33,
CO,067431,ACCELERATED HOME HEALTHCARE INC,3000 YOUNGFIELD ST STE 320,WHEAT RIDGE,80215,7203220311,Local,Yes,Yes,No,No,No,Yes,05/21/2003,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067437,GOLDEN HARMONY INC,14707 E 2ND AVE STE 200,AURORA,80011,3033759250,Combination Government Voluntary,Yes,Yes,Yes,Yes,Yes,Yes,01/09/2004,Not Available,9,Not Available,9,91,9,Not Available,9,80,9,Not Available,9,93,9,Not Available,9,82,9,53,9,9,,13,
CO,067438,INTERIM HEALTHCARE,333 W HAMPDEN AVE #925,ENGLEWOOD,80110,3037894686,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/23/2004,3,,4,,89,,4,,85,,2,,74,,2,,80,,66,,243,,30,
CO,067440,MEMORIAL REGIONAL HEALTH HOME HEALTH AND HOSPICE,600 RUSSELL ST,CRAIG,81625,9708246882,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,Yes,09/09/2004,Not Available,11,Not Available,11,96,11,Not Available,11,94,11,Not Available,11,96,11,Not Available,11,87,11,88,11,29,,38,
CO,067441,AMAZING CARE HOME HEALTH SERVICES,2821 S PARKER RD STE 615,AURORA,80014,3037553170,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/04/2004,4,,3,,87,,4,,86,,4,,85,,3,,86,,79,,123,,24,
CO,067443,SUPER HEALTH CARE INC,6795 E TENNESSEE AVE STE 225,DENVER,80224,3039911009,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/28/2004,5,,5,,96,,5,,97,,4,,89,,5,,94,,87,,187,,33,
CO,067445,ACCENTCARE HOME HEALTH OF MOUNTAIN VALLEY LLC,2460 W 26TH AVE STE C-185,DENVER,80211,3036205402,Local,Yes,Yes,Yes,Yes,Yes,No,02/02/2005,3,,3,,86,,3,,81,,2,,79,,3,,81,,74,,326,,23,
CO,067449,ENCOMPASS HEALTH HOME HEALTH,910 PINON RANCH VIEW STE 211,COLORADO SPRINGS,80907,7192656931,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/27/2005,3,,3,,89,,4,,87,,3,,80,,3,,85,,80,,385,,30,
CO,067450,ACARIA INC,963 S KIPLING,LAKEWOOD,80226,3034038888,Visiting Nurse Association,Yes,Yes,Yes,Yes,Yes,Yes,08/05/2005,4,,4,,90,,5,,90,,3,,81,,4,,89,,80,,341,,41,
CO,067451,PROFESSIONAL HOME HEALTH CARE INC,1629 HARVARD ST,LONGMONT,80503,7204940190,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/03/2005,4,11,4,11,91,11,5,11,93,11,2,11,79,11,4,11,90,11,83,11,50,,17,
CO,067452,HUMAN TOUCH HOME HEALTH CARE AGENCY INC DENVER,8973 E KENYON AVE,DENVER,80237,3039731513,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,07/29/2005,3,11,4,11,89,11,3,11,80,11,3,11,81,11,2,11,76,11,78,11,58,,20,
CO,067453,OPTIMAL HOME CARE INC,4380 S SYRACUSE ST STE 600,DENVER,80237,3034889999,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,08/25/2005,2,,2,,85,,3,,83,,2,,72,,2,,79,,77,,316,,22,
CO,067454,COLORADO HEALTH CONNECTIONS INC,2755 S LOCUST ST STE 120,DENVER,80222,3037582277,Visiting Nurse Association,Yes,Yes,Yes,Yes,Yes,Yes,11/23/2005,4,,4,,90,,4,,89,,3,,82,,3,,85,,78,,153,,29,
CO,067455,PREMIER HOME HEALTH AND HOSPICE,141 N SANGRE DE CRISTO AVE,BUENA VISTA,81211,7193953124,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/11/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067456,ABC HOME HEALTH CARE INC,3715 THATCHER AVE,PUEBLO,81005,7195432700,Official Health Agency,Yes,Yes,Yes,Yes,No,Yes,01/11/2006,Not Available,11,Not Available,11,72,11,Not Available,11,66,11,Not Available,11,90,11,Not Available,11,52,11,57,11,26,,37,
CO,067457,ALL STATE HOME HEALTH,945 W KENYON AVE STE 200,ENGLEWOOD,80110,3037611314,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,01/03/2006,3,,3,,88,,3,,82,,2,,78,,2,,73,,68,,87,,17,
CO,067459,COMPASSIONATE HOME HEALTH CARE LLC,11940 QUAY ST,BROOMFIELD,80020,3034653700,Local,Yes,Yes,Yes,Yes,Yes,Yes,03/16/2006,4,,5,,93,,4,,88,,2,,77,,4,,83,,82,,80,,13,
CO,067460,NORTHEAST PLAINS HOME HEALTH CARE LLC,731 W MAIN ST,STERLING,80751,9705223045,Official Health Agency,Yes,Yes,Yes,Yes,No,Yes,03/30/2006,5,,5,,93,,5,,90,,4,,86,,4,,93,,83,,83,,50,
CO,067462,ENCOMPASS HEALTH HOME HEALTH,910 PINON RANCH VIEW STE 210,COLORADO SPRINGS,80907,7194337500,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/17/2006,Not Available,9,Not Available,9,92,9,Not Available,9,68,9,Not Available,9,95,9,Not Available,9,98,9,72,9,4,,31,
CO,067463,TENDER CARE PEDIATRIC SERVICES INC,5677 BOEING DR,LOVELAND,80538,9706865437,Official Health Agency,Yes,Yes,Yes,No,No,Yes,12/06/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067464,TRU COMMUNITY CARE,2594 TRAILRIDGE DR EAST #A,LAFAYETTE,80026,3034497740,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/20/2007,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067466,MAXIM HEALTHCARE SERVICES INC,317 W 3RD  STE 100,LA JUNTA,81050,7193830990,Local,Yes,No,No,No,No,Yes,05/21/2008,3,11,3,11,84,11,3,11,82,11,3,11,84,11,3,11,79,11,70,11,68,,27,
CO,067467,ASTRA HEALTH CARE INC,6825 E TENNESSEE AVE #350,DENVER,80224,3032700000,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,07/02/2008,3,11,3,11,90,11,4,11,89,11,4,11,88,11,2,11,75,11,64,11,64,,26,
CO,067468,BRIDGES COMMUNITY HOMECARE OF COLORADO SPRINGS LLC,7150 CAMPUS DR UNIT 330,COLORADO SPRINGS,80920,7195965001,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/17/2008,4,,5,,93,,5,,90,,2,,78,,4,,89,,83,,113,,25,
CO,067469,BROOKDALE HOME HEALTH DENVER,5600 S QUEBEC ST STE 300D,GREENWOOD VILLAGE,80111,8773126614,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/20/2008,1,,1,,80,,2,,74,,1,,67,,1,,66,,54,,286,,18,
CO,067470,GUARDIAN ANGEL HOME HEALTH,925 S BROADWAY #286,CORTEZ,81321,9705657134,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/13/2008,4,,4,,91,,3,,84,,3,,80,,4,,91,,87,,140,,34,
CO,067471,NAMASTE HOME HEALTH,6000 E EVANS AVE STE 2-400,DENVER,80222,3032287783,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/11/2008,3,,3,,88,,4,,85,,3,,82,,3,,82,,81,,176,,28,
CO,067474,SUNRISE HOME HEALTH CARE LLC,3033 S PARKER RD STE 506,AURORA,80014,3038731000,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/23/2008,4,11,4,11,93,11,5,11,89,11,3,11,81,11,4,11,87,11,78,11,47,,27,
CO,067475,AHC HOME HEALTH OF COLORADO LLC,1800 S POTOMAC ST,AURORA,80012,7202131773,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/18/2008,4,,3,,86,,5,,88,,4,,85,,3,,86,,80,,179,,29,
CO,067476,PRIMARY HOME HEALTH CARE INC,111 E POLK ST,COLORADO SPRINGS,80907,7195774272,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/13/2008,Not Available,9,Not Available,9,85,9,Not Available,9,83,9,Not Available,9,62,9,Not Available,9,95,9,64,9,8,,32,
CO,067477,EVERGREEN HOME HEALTHCARE LLC,301 N HOWES ST STE 110,FORT COLLINS,80521,9704166481,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/12/2008,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067478,ENCOMPASS HEALTH HOME HEALTH,2171 CITRINE CT,LOVELAND,80537,9704938500,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/14/2009,4,,4,,91,,4,,87,,3,,80,,3,,88,,83,,144,,29,
CO,067479,R G A HOME HEALTH SERVICES INC,2851 S PARKER RD STE 960,AURORA,80014,3039881152,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/20/2009,2,,2,,81,,2,,77,,1,,64,,1,,66,,57,,117,,23,
CO,067481,FAMILY HOME HEALTH LLC,1790 30TH ST STE 350,BOULDER,80301,7202745974,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/13/2009,4,11,4,11,88,11,5,11,91,11,3,11,81,11,4,11,81,11,86,11,43,,20,
CO,067483,INTERIM HEALTHCARE,1455 DIXON AVE #200,LAFAYETTE,80026,3033399219,Visiting Nurse Association,Yes,Yes,Yes,Yes,Yes,Yes,10/30/2009,3,,3,,88,,4,,87,,2,,75,,3,,84,,75,,317,,31,
CO,067486,MAXIM HEALTHCARE SERVICES INC,2460 W 26TH AVE STE 217C,DENVER,80211,3034877143,Visiting Nurse Association,Yes,Yes,Yes,Yes,No,Yes,11/05/2010,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067487,MGA HOMECARE,1355 GARDEN OF THE GODS RD STE 130,COLORADO SPRINGS,80907,7194760200,Local,Yes,Yes,Yes,Yes,No,Yes,12/13/2010,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067489,ELITE HOME HEALTH CARE,8301 E PRENTICE AVE STE 210,GREENWOOD VILLAGE,80111,3038358351,Local,Yes,No,No,No,No,Yes,04/14/2011,3,,4,,91,,3,,82,,2,,75,,3,,82,,79,,87,,17,
CO,067490,TEAM SELECT HOME CARE OF COLORADO LLC,3025 S PARKER RD STE 930,AURORA,80014,7205771800,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/22/2011,4,,4,,91,,5,,89,,3,,82,,4,,88,,81,,1035,,35,
CO,067491,BRIDGES COMMUNITY HOMECARE,3895 UPHAM ST STE 100,WHEAT RIDGE,80033,3035005055,Visiting Nurse Association,Yes,Yes,Yes,Yes,Yes,Yes,08/30/2011,3,,3,,87,,3,,83,,1,,70,,3,,82,,74,,106,,23,
CO,067492,ATLAS HOME HEALTH INC,3025 S PARKER RD STE 600,AURORA,80014,3039844200,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/22/2011,Not Available,11,Not Available,11,85,11,Not Available,11,86,11,Not Available,11,99,11,Not Available,11,96,11,74,11,24,,14,
CO,067493,INTEGRITY HOME HEALTH INC,3033 S PARKER RD STE 340,AURORA,80014,3035970505,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/21/2011,3,,3,,87,,4,,89,,2,,78,,3,,89,,84,,97,,24,
CO,067494,HUMAN TOUCH HOME HEALTH CARE AGENCY INC PUEBLO,1008 W ABRIENDO AVE,PUEBLO,81004,7195440282,Visiting Nurse Association,Yes,Yes,Yes,Yes,Yes,Yes,07/25/2011,3,11,3,11,89,11,3,11,82,11,2,11,75,11,3,11,84,11,72,11,63,,28,
CO,067495,AGAPE CARE COMMUNITY LLC,12500 E ILIFF AVE STE 200,AURORA,80014,3033687200,Local,Yes,Yes,Yes,Yes,No,Yes,01/18/2012,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067496,EVERGREEN HOME HEALTHCARE LLC,1235 W 124TH AVE #102,WESTMINSTER,80234,3039200818,Local,Yes,No,No,No,No,Yes,02/02/2012,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067498,HANDPRINTS HOME HEALTH INC,2525 S WADSWORTH BLVD STE 303,LAKEWOOD,80227,7209624555,Local,Yes,Yes,Yes,Yes,No,No,03/07/2012,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067500,PHOENIX HOME CARE,1562 TAURUS CT,LOVELAND,80537,9706672273,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/06/2012,2,,2,,83,,2,,75,,2,,76,,2,,76,,64,,120,,26,
CO,067501,FRONTIER HOME HEALTH LLC,4718 N ELIZABETH ST STE A,PUEBLO,81008,7195445891,Local,Yes,Yes,Yes,No,Yes,Yes,08/24/2012,3,,3,,90,,3,,81,,4,,85,,2,,76,,69,,102,,31,
CO,067502,MAXIM HEALTHCARE SERVICES INC,3665 JFK PKWY STE 330,FORT COLLINS,80525,9704939300,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,03/15/2012,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067503,SOLACE HEALTHCARE INC,4500 CHERRY CREEK S DR STE 710,DENVER,80246,3034328487,Local,Yes,Yes,Yes,Yes,No,No,09/20/2012,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067504,247 AVARE HEALTHCARE DENVER SOUTH,8055 E TUFTS AVE #250,DENVER,80237,3032471111,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/15/2012,2,,2,,85,,3,,82,,2,,76,,2,,79,,72,,209,,15,
CO,067505,HEALING HEARTS HOME HEALTH LLC,177 WEST 8TH AVE,BYERS,80103,3036606099,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/16/2012,Not Available,11,Not Available,11,85,11,Not Available,11,90,11,Not Available,11,84,11,Not Available,11,88,11,88,11,14,,25,
CO,067506,BAYADA HOME HEALTH CARE INC,3500 JOHN F KENNEDY  PKWY STE 325,FORT COLLINS,80525,9702828500,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/26/2012,4,,4,,91,,5,,88,,3,,82,,3,,82,,75,,237,,31,
CO,067507,INFINITI HOME HEALTH CARE AGENCY,2323 S TROY ST STE 5-340B,AURORA,80014,3032193133,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/15/2013,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067508,TENDER HEARTS HOME HEALTHCARE LLC,201 10TH ST,WINDSOR,80550,9706862225,Local,Yes,No,No,No,No,Yes,01/24/2013,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067509,ESTRELLA HOME HEALTH CARE INC,4155 E JEWELL AVE #816,DENVER,80222,3037566756,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,04/04/2013,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067510,STILLWATER HOME CARE AGENCY LLC,10660 E BETHANY DR,AURORA,80014,3037537577,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/04/2013,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067511,ELITE CARE AT HOME,2829 NORTH AVE STE 102,GRAND JUNCTION,81501,9702088359,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/01/2013,3,,2,,82,,4,,85,,3,,83,,2,,78,,75,,135,,30,
CO,067512,PROGRESSIVE HOME HEALTH SERVICES LLC,6000 E EVANS AVE BLDG 1 SUITE 401,DENVER,80222,7203392129,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/11/2013,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067513,PROFESSIONAL HOME HEALTH CARE INC,3495 WADSWORTH BLVD STE 400,WHEAT RIDGE,80033,3036381999,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/21/2013,Not Available,9,Not Available,9,88,9,Not Available,9,81,9,Not Available,9,80,9,Not Available,9,87,9,52,9,4,,24,
CO,067515,CANYON HOME CARE & HOSPICE,1200 S PARKER RD STE 102,DENVER,80231,3039402495,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/02/2014,Not Available,9,Not Available,9,90,9,Not Available,9,80,9,Not Available,9,75,9,Not Available,9,78,9,77,9,7,,35,
CO,067517,BENEFIT HOME HEALTH CARE,5426 N ACADEMY BLVD STE 200,COLORADO SPRINGS,80918,7195321100,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/06/2014,4,,4,,92,,5,,89,,3,,84,,4,,93,,83,,103,,33,
CO,067519,ADDIS HOME HEALTH CARE LLC,1602 S PARKER RD STE 310,DENVER,80231,3033377799,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/14/2014,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067520,RECOVER HEALTH OF IOWA INC,10701 MELODY DR STE 402,NORTHGLENN,80234,7205009830,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/19/2014,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067521,HIGH PRIORITY INC,2851 S PARKER RD STE 1030,AURORA,80014,7205059942,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/01/2014,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067522,MGA HOMECARE,4100 E MISSISSIPPI AVE STE 1250,GLENDALE,80246,3037490424,Local,Yes,Yes,Yes,Yes,No,Yes,07/23/2014,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067523,CIMARRON HOME CARE LLC,300 MAIN STREET UNIT 306,GRAND JUNCTION,81501,9702496767,Official Health Agency,Yes,Yes,No,Yes,No,Yes,07/22/2014,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
CO,067524,HOME CARE RN INC,2620 S PARKER RD #164,AURORA,80014,7205358652,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/14/2014,4,11,4,11,92,11,4,11,89,11,3,11,83,11,4,11,92,11,76,11,50,,22,
