subject,modeldate,party,startdate,enddate,pollster,grade,samplesize,population,weight,influence,multiversions,tracking,very,somewhat,not_very,not_at_all,very_adjusted,somewhat_adjusted,not_very_adjusted,not_at_all_adjusted,timestamp,url
concern-infected,2022-05-01,all,2020-24-07,2020-28-07,Ãptimus,,1039,a,0.79615249,0,,T,28.4,35.3,22.1,11.2,31.216512,34.748962,20.732629,11.007209,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/July-29-2020
concern-infected,2022-05-01,all,2020-24-07,2020-27-07,YouGov,B+,1000,a,0.35105156,0,,,38,33,17,9,42.714611,31.107493,15.155126,8.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/qug77u6dcr/tabs_HP_Coronavirus_20200724.pdf
concern-infected,2022-05-01,all,2020-26-07,2020-28-07,YouGov,B+,1500,a,0.52891725,0,,,24,39,26,11,28.714611,37.107493,24.155126,10.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/0nx7ztz02j/econTabReport.pdf
concern-infected,2022-05-01,all,2020-28-07,2020-28-07,Data for Progress,B,948,a,0.84681252,0,,,34.82,35.11,18.69,9.41,34.256894,34.700238,19.761694,9.7914581,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1vHJwLq-J0-yclcutHLNjwhQu2YEqYW1R9J-mMBvwXo0/edit#gid=0
concern-infected,2022-05-01,all,2020-27-07,2020-02-08,Gallup,B+,3816,a,1.1064249,0,,,12,46,27,14,26.66947,41.665952,18.426226,11.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-28-07,2020-02-08,Garin-Hart-Yang Research Group,B-,2043,a,1.7127124,0,,,37,43,13,7,33.210784,42.949824,14.643679,8.9333053,2022-05-01 09:17,https://static1.squarespace.com/static/5f3ef72a9ef74c6c995e6ab6/t/5f3f1a1ab6b900366e9d3b62/1597970981462/COVIDCollab_8.20_FullReport.pdf
concern-infected,2022-05-01,all,2020-30-07,2020-03-08,Global Strategy Group/GBAO (Navigator Research),B/C,1407,rv,0.87806672,0,,,42,34,17,7,38.503731,35.851769,17.026338,8.1778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/08/Navigating-Coronavirus-Topline-08.04.20.pdf
concern-infected,2022-05-01,all,2020-31-07,2020-03-08,YouGov,B+,1000,a,0.36659499,0,,,38,31,17,10,42.714611,29.107493,15.155126,9.3673536,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/08/04/5f29e971c5b656e9b0a17c7e.pdf
concern-infected,2022-05-01,all,2020-02-08,2020-04-08,YouGov,B+,1500,a,0.55274974,0,,,25,40,23,12,29.714611,38.107493,21.155126,11.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/t0qsgk3wcg/econTabReport.pdf
concern-infected,2022-05-01,all,2020-03-08,2020-09-08,Gallup,B+,3752,a,1.1589052,0,,,11,44,30,15,25.66947,39.665952,21.426226,12.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-06-08,2020-10-08,Monmouth University,A,868,a,1.5716156,0,,,41,28,18,13,34.461547,31.959668,21.254832,12.340002,2022-05-01 09:17,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_081320.pdf/
concern-infected,2022-05-01,all,2020-07-08,2020-10-08,YouGov,B+,1000,a,0.36122603,0,,,38,35,16,9,42.714611,33.107493,14.155126,8.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/als02392pz/tabs_HP_Coronavirus_20200807.pdf
concern-infected,2022-05-01,all,2020-09-08,2020-11-08,YouGov,B+,1500,a,0.5358172,0,,,28,40,21,12,32.714611,38.107493,19.155126,11.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/horeovzt7u/econTabReport.pdf
concern-infected,2022-05-01,all,2020-11-08,2020-11-08,Data for Progress,B,934,a,0.93688362,0,,,34.86,33.17,17.12,13.02,34.296894,32.760238,18.191694,13.401458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/15vLWWtDTbkaYhydkV_HV8A1n5VlR8J6KQ8Nb6bs6_wM/edit#gid=0
concern-infected,2022-05-01,all,2020-10-08,2020-16-08,Gallup,B+,4000,a,1.4077035,0,,,16,43,26,15,30.66947,38.665952,17.426226,12.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-12-08,2020-15-08,ABC News/The Washington Post,A+,1001,a,1.9403135,0,,,31,34,15,14,34.802946,33.44396,14.808681,12.645253,2022-05-01 09:17,https://www.washingtonpost.com/context/washington-post-abc-news-poll-aug-12-15-2020/b16f1e30-c98f-4b77-ba12-9d4f0baddceb//
concern-infected,2022-05-01,all,2020-14-08,2020-16-08,LÃ©ger,,1001,a,0.3904993,0,,,27,37,19,13,31.675718,37.3498,20.413089,10.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/08/Legers-Weekly-Survey-august-17th-2020.pdf
concern-infected,2022-05-01,all,2020-14-08,2020-17-08,YouGov,B+,1000,a,0.3375496,0,,,36,34,18,7,40.714611,32.107493,16.155126,6.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/atqbvkhvpc/tabs_HP_Coronavirus_20200814.pdf
concern-infected,2022-05-01,all,2020-14-08,2020-18-08,Echelon Insights,B/C,1000,rv,1.1143373,0,,,49,29,20,2,39.595841,33.015499,19.119723,7.7219348,2022-05-01 09:17,https://echeloninsights.com/in-the-news/september-omnibus-covid/
concern-infected,2022-05-01,all,2020-16-08,2020-18-08,YouGov,B+,1500,a,0.5013314,0,,,26,37,23,14,30.714611,35.107493,21.155126,13.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/c6n58wb53l/econTabReport.pdf
concern-infected,2022-05-01,all,2020-17-08,2020-19-08,AP-NORC,,1075,a,1.3208226,0,,,42,31,17,9,37.9995,32.126351,17.576269,11.142945,2022-05-01 09:17,https://apnorc.org/wp-content/uploads/2020/08/August-Topline-trump-1.pdf
concern-infected,2022-05-01,all,2020-19-08,2020-21-08,YouGov,B+,2226,rv,0.72733175,0,,,32,36,20,12,36.714611,34.107493,18.155126,11.367354,2022-05-01 09:17,https://drive.google.com/file/d/11UTgWRN1SvFmO3W9PVVOnPyGYqea4X6H/view
concern-infected,2022-05-01,all,2020-20-08,2020-22-08,YouGov,B+,1000,a,0.32718644,0,,,37,33,19,8,41.714611,31.107493,17.155126,7.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/d0176c71yw/tabs_HP_Coronavirus_20200820.pdf
concern-infected,2022-05-01,all,2020-21-08,2020-23-08,LÃ©ger,,1003,a,0.33569252,0,,,25,36,17,16,29.675718,36.3498,18.413089,13.296185,2022-05-01 09:17,https://projects.fivethirtyeight.com/polls/20200824_National.pdf
concern-infected,2022-05-01,all,2020-18-08,2020-28-08,University of Maryland,B/C,3932,a,1.673625,0,,,37,35,17,10,35.369867,34.966091,18.067594,10.653581,2022-05-01 09:17,https://criticalissues.umd.edu/sites/criticalissues.umd.edu/files/UMCIP%20August%202020%20Poll%20Questionnaire.pdf
concern-infected,2022-05-01,all,2020-23-08,2020-25-08,YouGov,B+,1500,a,0.49623318,0,,,21,37,28,14,25.714611,35.107493,26.155126,13.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/sqqliantmw/econTabReport.pdf
concern-infected,2022-05-01,all,2020-17-08,2020-30-08,Gallup,B+,2714,a,1.4388472,0,,,12,41,31,16,26.66947,36.665952,22.426226,13.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-24-08,2020-31-08,Ipsos,B-,1929,a,1.5620956,0,,,19,41,27,12,18.621589,37.543978,28.427825,14.548828,2022-05-01 09:17,https://www.washingtonpost.com/context/washington-post-university-of-maryland-poll-by-ipsos-on-voting-issues-aug-24-31/d0ca1dc3-4b85-40b1-92b1-4c91986d0be3/
concern-infected,2022-05-01,all,2020-27-08,2020-29-08,YouGov,B+,1000,a,0.34037726,0,,,31,37,19,10,35.714611,35.107493,17.155126,9.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/k5f6mc1kum/tabs_HP_Coronavirus_20200827.pdf
concern-infected,2022-05-01,all,2020-27-08,2020-31-08,Global Strategy Group/GBAO (Navigator Research),B/C,1309,rv,0.8508241,0,,,37,31.5,22,9.5,33.503731,33.351769,22.026338,10.677879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigating-Coronavirus-Full-Topline-F09.01.20.pdf
concern-infected,2022-05-01,all,2020-28-08,2020-30-08,LÃ©ger,,1003,a,0.31525032,0,,,26,35,20,16,30.675718,35.3498,21.413089,13.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/08/Legers-Weekly-Survey-august-31st-2020.pdf
concern-infected,2022-05-01,all,2020-28-08,2020-31-08,Quinnipiac University,A-,1081,lv,1.674339,0,,,42,32,15,11,36.795444,33.316583,18.19494,11.374654,2022-05-01 09:17,https://poll.qu.edu/national/release-detail?ReleaseID=3671
concern-infected,2022-05-01,all,2020-30-08,2020-01-09,YouGov,B+,1500,a,0.51607883,0,,,20,40,26,14,24.714611,38.107493,24.155126,13.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/7kvpozbozh/econTabReport.pdf
concern-infected,2022-05-01,all,2020-01-09,2020-01-09,Data for Progress,B,806,a,0.87371854,0,,,30.63,33.9,22.16,12.41,30.066894,33.490238,23.231694,12.791458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1Usnyhw8rNPQbRxmTBsxEC09KULamI_bNGaFaQJPdIPE/edit
concern-infected,2022-05-01,all,2020-02-09,2020-04-09,YouGov,B+,2493,rv,0.88031323,0,,,30,38,21,11,34.714611,36.107493,19.155126,10.367354,2022-05-01 09:17,https://drive.google.com/file/d/1hmvwY-EJIMWKveUWPTdpx_-JL6VTqCcx/view
concern-infected,2022-05-01,all,2020-04-09,2020-06-09,LÃ©ger,,1001,a,0.30530495,0,,,27,35,18,17,31.675718,35.3498,19.413089,14.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/09/Sondage-hebdomadaire-de-Leger-8-septembre-2020.pdf
concern-infected,2022-05-01,all,2020-03-09,2020-08-09,Monmouth University,A,867,a,1.579403,0,,,47,27,13,12,40.461547,30.959668,16.254832,11.340002,2022-05-01 09:17,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_090920.pdf/
concern-infected,2022-05-01,all,2020-06-09,2020-08-09,YouGov,B+,1500,a,0.56156203,0,,,21,37,26,16,25.714611,35.107493,24.155126,15.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/8nwf5tw7g2/econTabReport.pdf
concern-infected,2022-05-01,all,2020-10-09,2020-14-09,Global Strategy Group/GBAO (Navigator Research),B/C,1007,rv,0.60222551,0,,,37,32,21.5,9.5,33.503731,33.851769,21.526338,10.677879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigator-Tracker-Topline-F09.15.20-PR.pdf
concern-infected,2022-05-01,all,2020-11-09,2020-13-09,LÃ©ger,,1001,a,0.300708,0,,,27,33,20,16,31.675718,33.3498,21.413089,13.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/09/Sondage-hebdomadaire-de-Le%CC%81ger-13-septembre-2020.pdf
concern-infected,2022-05-01,all,2020-11-09,2020-14-09,AP-NORC,,1108,a,1.3135924,0,,,38,31,22,9,33.9995,32.126351,22.576269,11.142945,2022-05-01 09:17,https://apnorc.org/wp-content/uploads/2020/09/topline_september_covid.docx.pdf
concern-infected,2022-05-01,all,2020-11-09,2020-14-09,YouGov,B+,1000,a,0.39653034,0,,,31,33,22,9,35.714611,31.107493,20.155126,8.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/k5c8jvh4n7/tabs_HP_Coronavirus_20200911.pdf
concern-infected,2022-05-01,all,2020-13-09,2020-15-09,YouGov,B+,1500,a,0.59804596,0,,,22,38,28,13,26.714611,36.107493,26.155126,12.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/t0hi1tcqs5/econTabReport.pdf
concern-infected,2022-05-01,all,2020-15-09,2020-15-09,Data for Progress,B,953,a,0.99495009,0,,,32.55,34.74,20.21,11.45,31.986894,34.330238,21.281694,11.831458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1pl2c_Zzxf00T3_5uba-8BdnCCCEGqtQ10kFQCc0Uo-U/edit
concern-infected,2022-05-01,all,2020-18-09,2020-19-09,Ipsos,B-,528,a,0.60125201,0,,,29,43,19,10,28.621589,39.543978,20.427825,12.548828,2022-05-01 09:17,https://www.scribd.com/document/476678932/ABC-Ipsos-Poll-Sept-20?secret_password=injocUl2Vvuj19L7OvQf
concern-infected,2022-05-01,all,2020-18-09,2020-20-09,LÃ©ger,,1001,a,0.29934889,0,,,22,36,20,17,26.675718,36.3498,21.413089,14.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/09/Sondage-hebdomadaire-de-Le%CC%81ger-21-septembre-2020-min.pdf
concern-infected,2022-05-01,all,2020-17-09,2020-21-09,Global Strategy Group/GBAO (Navigator Research),B/C,1230,rv,0.77631313,0,,,36,32.5,20.5,11,32.503731,34.351769,20.526338,12.177879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigating-Coronavirus-Full-Topline-F09.21.20.pdf
concern-infected,2022-05-01,all,2020-20-09,2020-22-09,YouGov,B+,1500,a,0.60979047,0,,,24,36,26,14,28.714611,34.107493,24.155126,13.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/b8ow3q7r1e/econTabReport.pdf
concern-infected,2022-05-01,all,2020-21-09,2020-23-09,YouGov,B+,1284,rv,0.52249046,0,,,22,42,22,13,26.714611,40.107493,20.155126,12.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/o6p3vjhvnt/20200924_yahoo_coronavirus_tabs.pdf
concern-infected,2022-05-01,all,2020-19-09,2020-25-09,Echelon Insights,B/C,1018,lv,1.1257602,0,,,49,26,24,1,39.595841,30.015499,23.119723,6.7219348,2022-05-01 09:17,https://echeloninsights.com/in-the-news/september-omnibus-covid/
concern-infected,2022-05-01,all,2020-21-09,2020-24-09,ABC News/The Washington Post,A+,1008,a,1.8877974,0,,,29,33,18,15,32.802946,32.44396,17.808681,13.645253,2022-05-01 09:17,https://www.langerresearch.com/wp-content/uploads/1217a2The2020Election.pdf
concern-infected,2022-05-01,all,2020-25-09,2020-27-09,LÃ©ger,,1001,a,0.29995791,0,,,26,33,21,16,30.675718,33.3498,22.413089,13.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/09/Legers-Weekly-Survey-September-28th-2020-min.pdf
concern-infected,2022-05-01,all,2020-27-09,2020-30-09,YouGov,B+,1500,rv,0.60635103,0,,,20,41,25,15,24.714611,39.107493,23.155126,14.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/9k0tqsqgue/econTabReport.pdf
concern-infected,2022-05-01,all,2020-01-10,2020-02-10,YouGov,B+,1504,rv,0.59812963,0,,,20,35,28,17,24.714611,33.107493,26.155126,16.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/qmlxn6ghki/20201002_yahoo_coronavirus_tabs.pdf
concern-infected,2022-05-01,all,2020-02-10,2020-03-10,Ipsos,B-,506,a,0.63354988,0,,,37,44,13,6,36.621589,40.543978,14.427825,8.5488276,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline-abc-trump-covid-positive-2020.pdf
concern-infected,2022-05-01,all,2020-02-10,2020-03-10,YouGov,B+,1200,rv,0.47748797,0,,,22,39,26,13,26.714611,37.107493,24.155126,12.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/y0zw7c7mm7/20201003_yahoo_coronavirus_tabs.pdf
concern-infected,2022-05-01,all,2020-02-10,2020-04-10,LÃ©ger,,1001,a,0.30308937,0,,,24,36,20,15,28.675718,36.3498,21.413089,12.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-5th-2020.pdf
concern-infected,2022-05-01,all,2020-06-10,2020-06-10,Data for Progress,B,1079,a,1.0779519,0,,,39.47,32.58,16.97,10.69,38.906894,32.170238,18.041694,11.071458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit#gid=0
concern-infected,2022-05-01,all,2020-06-10,2020-09-10,ABC News/The Washington Post,A+,879,rv,1.671793,0,,,29,36,15,12,32.802946,35.44396,14.808681,10.645253,2022-05-01 09:17,https://www.langerresearch.com//wp-content//uploads//1218a12020ElectionUpdate.pdf
concern-infected,2022-05-01,all,2020-08-10,2020-12-10,AP-NORC,,1121,a,1.4066615,0,,,42,32,18,8,37.9995,33.126351,18.576269,10.142945,2022-05-01 09:17,https://apnorc.org/wp-content/uploads/2020/12/topline_vaccine.pdf
concern-infected,2022-05-01,all,2020-07-10,2020-12-10,Kaiser Family Foundation,,1207,a,1.8882731,0,,,35,31,18,12,35.612557,32.687522,19.257375,9.5676429,2022-05-01 09:17,http://files.kff.org/attachment/Topline-KFF-Health-Tracking-Poll-October-2020.pdf
concern-infected,2022-05-01,all,2020-09-10,2020-11-10,YouGov,B+,1525,rv,0.60386664,0,,,23,41,21,15,27.714611,39.107493,19.155126,14.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/7h9ohi94io/20201011_yahoo_coronavirus_tabs.pdf
concern-infected,2022-05-01,all,2020-09-10,2020-11-10,LÃ©ger,,1001,a,0.30970088,0,,,23,37,17,16,27.675718,37.3498,18.413089,13.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-13th-2020.pdf
concern-infected,2022-05-01,all,2020-11-10,2020-13-10,YouGov,B+,1500,rv,0.58886845,0,,,21,42,24,14,25.714611,40.107493,22.155126,13.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/1ace2lgidt/econTabReport.pdf
concern-infected,2022-05-01,all,2020-16-10,2020-18-10,LÃ©ger,,1001,a,0.32425725,0,,,26,36,20,14,30.675718,36.3498,21.413089,11.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-19th-2020-min.pdf
concern-infected,2022-05-01,all,2020-16-10,2020-18-10,YouGov,B+,1583,rv,0.62915829,0,,,24,39,22,15,28.714611,37.107493,20.155126,14.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf
concern-infected,2022-05-01,all,2020-16-10,2020-22-10,Echelon Insights,B/C,1006,lv,1.0953076,0,,,49,27,23,,39.595841,31.015499,22.119723,,2022-05-01 09:17,https://echeloninsights.com/in-the-news/october-omnibus-covid-19/
concern-infected,2022-05-01,all,2020-18-10,2020-20-10,YouGov,B+,1500,rv,0.59838383,0,,,24,38,21,17,28.714611,36.107493,19.155126,16.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf
concern-infected,2022-05-01,all,2020-20-10,2020-20-10,Data for Progress,B,1054,a,1.1327074,0,,,34.45,37.32,17.73,9.73,33.886894,36.910238,18.801694,10.111458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1hfiWh6LDyascRtAh0b6ZXgOSfZDXNHNGUOOxf2DhZas/edit#gid=0
concern-infected,2022-05-01,all,2020-23-10,2020-25-10,LÃ©ger,,1000,a,0.36470984,0,,,28,35,18,14,32.675718,35.3498,19.413089,11.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-19th-2020-min.pdf
concern-infected,2022-05-01,all,2020-23-10,2020-24-10,Ipsos,B-,551,a,0.77870226,0,,,36,41,15,7,35.621589,37.543978,16.427825,9.5488276,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline-abc-coronavirus-_10_25_20.pdf
concern-infected,2022-05-01,all,2020-23-10,2020-27-10,YouGov,B+,1000,rv,0.41040294,0,,,34,33,20,11,38.714611,31.107493,18.155126,10.367354,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/10/28/5f99eeb3c5b6aab57a0f1a0e.pdf
concern-infected,2022-05-01,all,2020-25-10,2020-27-10,YouGov,B+,1500,rv,0.62060622,0,,,26,37,23,14,30.714611,35.107493,21.155126,13.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/1ace2lgidt/econTabReport.pdf
concern-infected,2022-05-01,all,2020-30-10,2020-01-11,YouGov,B+,1500,rv,0.65300772,0,,,30,35,19,15,34.714611,33.107493,17.155126,14.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/9uv1pif4fj/20201101_yahoo_coronavirus_tabs.pdf
concern-infected,2022-05-01,all,2020-31-10,2020-02-11,YouGov,B+,1500,rv,0.66661278,0,,,24,38,24,14,28.714611,36.107493,22.155126,13.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/jsojry0vph/econTabReport.pdf
concern-infected,2022-05-01,all,2020-06-11,2020-08-11,LÃ©ger,,1002,a,0.3927352,0,,,25,35,17,17,29.675718,35.3498,18.413089,14.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/11/Legers-Weekly-Survey-November-9th-2020-min-2.pdf
concern-infected,2022-05-01,all,2020-08-11,2020-10-11,YouGov,B+,1500,rv,0.81139824,0,,,23,36,23,18,27.714611,34.107493,21.155126,17.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/9j7sr0my95/econTabReport.pdf
concern-infected,2022-05-01,all,2020-13-11,2020-15-11,LÃ©ger,,1003,a,0.41230547,0,,,25,34,16,16,29.675718,34.3498,17.413089,13.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/11/Legers-Weekly-Survey-November-16th-2020-min.pdf
concern-infected,2022-05-01,all,2020-13-11,2020-16-11,YouGov,B+,1000,rv,0.63073487,0,,,38,31,17,12,42.714611,29.107493,15.155126,11.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/41uyvwxit7/tabs_HP_Coronavirus_20201113.pdf
concern-infected,2022-05-01,all,2020-16-11,2020-20-11,Echelon Insights,B/C,1001,lv,1.0856218,0,,,47,28,23,,37.595841,32.015499,22.119723,,2022-05-01 09:17,https://echeloninsights.com/in-the-news/november-omnibus-covid-19/
concern-infected,2022-05-01,all,2020-20-11,2020-22-11,Maru/Blue,,1513,a,0.95743053,0,,,36,39,17,8,35.360778,37.60753,17.643374,9.3522628,2022-05-01 09:17,https://static1.squarespace.com/static/5a5d2933a8b2b0f49d244724/t/5fbd8ff2804a27108d78681a/1606258674732/Omnibus+Thanksgiving+Travel.pdf
concern-infected,2022-05-01,all,2020-21-11,2020-24-11,YouGov,B+,1500,rv,1.0606281,0,,,25,38,23,14,29.714611,36.107493,21.155126,13.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/jy5um9f1tw/econTabReport.pdf
concern-infected,2022-05-01,all,2020-27-11,2020-29-11,LÃ©ger,,1002,a,0.45434218,0,,,26,31,18,17,30.675718,31.3498,19.413089,14.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/11/Legers-North-American-Tracker-November-30th-2020-min.pdf
concern-infected,2022-05-01,all,2020-30-11,2020-08-12,Kaiser Family Foundation,,1676,a,2.3341692,0,,,30,38,15,14,30.612557,39.687522,16.257375,11.567643,2022-05-01 09:17,http://files.kff.org/attachment/Topline-KFF-COVID-19-Vaccine-Monitor-December-2020.pdf
concern-infected,2022-05-01,all,2020-01-12,2020-07-12,Quinnipiac University,A-,978,rv,1.5630783,0,,,46,31,13,10,40.795444,32.316583,16.19494,10.374654,2022-05-01 09:17,https://poll.qu.edu/national/release-detail?ReleaseID=3684
concern-infected,2022-05-01,all,2020-03-12,2020-07-12,AP-NORC,,1117,a,1.5012477,0,,,43,34,16,8,38.9995,35.126351,16.576269,10.142945,2022-05-01 09:17,https://apnorc.org/wp-content/uploads/2020/12/topline_vaccine.pdf
concern-infected,2022-05-01,all,2020-06-12,2020-08-12,YouGov,B+,1500,a,1.0634884,0,,,25,37,26,12,29.714611,35.107493,24.155126,11.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/16pm5nhx8r/econTabReport.pdf
concern-infected,2022-05-01,all,2020-11-12,2020-13-12,LÃ©ger,,1001,a,0.54131362,0,,,25,34,17,18,29.675718,34.3498,18.413089,15.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/12/Legers-North-American-Tracker-December-14th-2020-min.pdf?x43558
concern-infected,2022-05-01,all,2020-11-12,2020-17-12,Echelon Insights,B/C,1000,rv,1.1142946,0,,,45,28,26,,35.595841,32.015499,25.119723,,2022-05-01 09:17,https://echeloninsights.com/in-the-news/december-omnibus-covid-19/
concern-infected,2022-05-01,all,2020-13-12,2020-15-12,YouGov,B+,1500,a,1.0730787,0,,,26,38,23,13,30.714611,36.107493,21.155126,12.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/srb1xo6a05/econTabReport.pdf
concern-infected,2022-05-01,all,2020-15-12,2020-15-12,Data for Progress,B,1122,a,1.3569136,0,,,35.51,34.4,18.21,10.54,34.946894,33.990238,19.281694,10.921458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1xfWX85C4TLZfb3Og3NaOMpTUY5d3KCs-PMU3g1lQYyk/edit#gid=0
concern-infected,2022-05-01,all,2020-19-12,2020-22-12,YouGov,B+,1500,a,1.1240119,0,,,26,35,25,14,30.714611,33.107493,23.155126,13.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/df1m5n9hgq/econTabReport.pdf
concern-infected,2022-05-01,all,2020-20-12,2020-21-12,Long Island University,B/C,1611,a,1.2624027,0,,,47,33,13,5,42.671494,33.457866,15.07305,7.1608045,2022-05-01 09:17,https://headlines.liu.edu/wp-content/uploads/2020/12/Long-Island-University-Hornstein-Center-National-Poll-Topline-Press-Release-12-23-2020.pdf
concern-infected,2022-05-01,all,2020-30-12,2021-03-01,LÃ©ger,,1003,a,0.56174792,0,,,25,33,17,15,29.675718,33.3498,18.413089,12.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2021/01/Legers-North-American-Tracker-January-4th-2021-min.pdf?x16723
concern-infected,2022-05-01,all,2021-10-01,2021-12-01,YouGov,B+,1500,a,0.90329974,0,,,22,40,22,16,26.714611,38.107493,20.155126,15.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/4yijjbkc2z/econTabReport.pdf
concern-infected,2022-05-01,all,2021-10-01,2021-13-01,ABC News/The Washington Post,A+,1002,a,1.6876086,0,,,30,31,14,16,33.802946,30.44396,13.808681,14.645253,2022-05-01 09:17,https://www.washingtonpost.com/context/jan-10-13-2021-washington-post-abc-news-poll/ab470cba-8e05-4692-af78-4949613740cc/
concern-infected,2022-05-01,all,2021-13-01,2021-13-01,Data for Progress,B,946,a,1.083543,0,,,33.09,36.55,14.92,12.78,32.526894,36.140238,15.991694,13.161458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1cIEEkzroSXxbD_ZzGK11C47wR7M_2FvaudZD3NOih4U/edit#gid=0
concern-infected,2022-05-01,all,2021-13-01,2021-15-01,YouGov,B+,2166,a,1.2498143,0,,,34,35,19,12,38.714611,33.107493,17.155126,11.367354,2022-05-01 09:17,https://drive.google.com/file/d/1H3uFRD7X0QttkZ26bccmlQVkbS-63uGj/view
concern-infected,2022-05-01,all,2021-15-01,2021-17-01,LÃ©ger,,1003,a,0.51244379,0,,,28,32,16,15,32.675718,32.3498,17.413089,12.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2021/01/Legers-North-American-Tracker-January-18th-2021-min.pdf?x16723
